"VALOR"
11,49
6
50,96
3,99
21,5
14,48
37,03
25,99
11,99
2,5
8,5
9
16,36
62,48
13,78
6
7,69
14
47,41
35,48
21,48
68,74
265,46
56,69
7,2
9
6
41,98
13,5
16
12,99
41,93
7,49
55,25
8
15,89
51,98
26
114,41
32,24
59,95
4,99
67,96
9,99
55,49
39,98
23,25
36,78
52,04
27,05
18,97
6,5
6
48,25
14,5
4,99
46,29
35
16,44
36,61
16
30,73
33,97
11,99
22,49
7,45
13,29
193,9
10
11,5
95,45
18,99
31,49
78,62
44,67
113,28
160,45
65,08
18,99
41,98
13
61,73
64,7
117,44
96,25
21,98
17
17,5
9,79
47,97
17,78
14,47
45,53
5,49
9,93
232,11
7
90
7,49
60
72,58
15,49
83,96
247,85
67,96
17,45
40,11
3,8
19,42
10
5,1
37,09
7
15,19
7,94
68,6
16,5
52,14
5,25
6
7,75
22,15
23,65
8,77
7,99
33,48
30,99
20,08
31,36
32,15
45,83
4
10,79
18,99
12,54
10,49
21,12
19,54
17,3
10,85
30,84
12,52
10
11
61,89
13,44
31,54
22,98
28,97
13,49
16,5
45,97
39,58
16,96
11,5
28,11
3,35
32,77
27,53
39,67
60,97
10,5
15,95
289,82
47,99
13,98
14,49
8,98
7
50,72
12,68
11,49
7,49
3,5
45
12
15,59
10,49
5,99
4
22,98
25
30,27
21,98
33,35
73,68
125,82
99,9
6
14,8
18
28,98
5
8
26,87
21,94
9,99
7,49
58,89
16,5
71,19
51,29
27,94
11,98
13,21
34,19
12,99
50,32
9,49
38,5
11,49
14,5
36,51
7
10
10
17
9,99
11,49
10,2
16,48
10
23,93
23,46
13
11,48
144,13
26,97
7
167,39
27
69,43
52,22
26,46
36,97
4,99
20,99
28,48
28,99
17
45,35
16
13
12
14,78
20,48
20,5
12,5
10
70,42
5
19,5
16,5
14
48,52
13
10,25
19,5
9,99
24,49
20,98
150,15
13,99
20,5
5,98
12,58
22,98
20,47
5,99
4,99
7
20,98
16,64
14,49
74,51
55,5
74,36
30,74
274,5
32,98
34,67
72,97
46,31
26
16,5
42,49
8,99
18,97
434,2
27,98
9,99
82,33
9,99
21
140,74
41,27
12,98
31,47
17,99
54,52
21
60,66
8,49
58,12
2,5
44,31
109,95
27,37
12,35
35
11,27
4,42
13,5
7,05
14,5
8,62
7,99
20,33
8,77
119,13
15,92
11,62
16,34
6,3
7,5
16,03
29,85
12,5
10,59
20,48
19,6
12,7
12,99
38,97
45,98
76,37
3,45
8,69
6
20,6
8,51
77,66
5,7
104,43
183,16
12,99
26,4
12,58
11,9
8,2
15,52
104,44
4,99
22,47
22,99
15
4,49
6
4
123,42
70,11
17,99
47
37,93
86,13
36,22
32,86
10
127,81
61,42
17,99
22,98
5,99
50,62
5,99
115,11
87,31
12,74
79,47
102,37
15,5
7,5
7
13,99
20,45
84,01
30,8
45,71
11
50,82
107,46
6,49
10,99
71,07
12,99
191,11
26,82
30,97
7
56,57
23,49
175,81
101,97
28,8
50,71
40,61
87,96
49,25
175,18
10,99
68,48
31,23
10
124,79
9,53
46,98
24,99
12,98
105,21
9
44
39,17
82,45
15,48
137,08
82,85
3,99
7
17,1
42,11
20
9
2,5
26,92
3,68
11,5
7
9,5
23,28
3,47
16,95
4,28
30,96
17,53
18,99
9,47
23,1
18,55
2,75
14,99
10,98
5,99
2,99
19,5
32,4
9,95
15,51
11,29
3,56
2,29
8,99
3,29
2,29
5,18
15,47
34,82
8
6,08
43,46
17,47
26,98
5,96
4,31
7,5
15,39
6,49
2,62
17,2
17,97
24,99
8,78
2,5
18,48
16,97
99,18
36,48
9,62
7,96
7,5
51,99
10
16
5,75
19,99
32,48
27,99
11,49
11,68
23,33
21,98
51,83
5,99
3,45
26,98
4
6
7,67
29,5
9
8
20,55
30
7,5
3,5
28
6,11
14
20,48
4
7,5
5,49
8,49
10
17,98
6,5
2,5
28,49
4
3,5
2,5
5,99
6
7,99
9,99
17,23
7
21,98
5
19,49
32,91
13,99
7
33,98
15,99
27,2
11,99
7,49
5
5
34,49
25,99
14
9
9,81
3,5
19,99
2,99
37,66
30
33,49
7,5
6,5
31,47
11,49
10
7,55
6,98
9,69
8,49
21,99
25,99
2,99
6
16,99
18,78
22,98
9,48
7,63
7
16,47
12,99
214,85
3
19,07
315,26
9,99
15
16,99
77,93
18,97
23,95
8,78
7,5
30,97
2,99
12,5
13,49
27,56
15,99
26,97
15,99
51,46
12,5
15,97
10,49
11,54
18,99
10
2
3,79
7
23,97
23,48
6
2,99
30,03
185,65
31,83
56,27
37,99
15,1
23,97
14
15,9
19,58
1,99
2,5
53,21
2,99
2,5
24,83
14
236,08
14,72
13,99
13,49
140,93
28,06
14,98
14,98
26,98
39,57
32,83
11
7,99
15,33
55,33
9,99
27,99
29,95
81
32,21
43,45
5
99,47
42,76
17,99
15
5,4
9,09
5,32
11,46
7,99
3,59
8,29
15,22
26,68
8,81
9
20,2
8,31
6,5
22,49
12,47
10,5
2,29
11,02
12,92
3,52
2,5
37,58
3,53
6,2
39,61
8,08
14,5
79,35
29,62
30,79
15,65
36,92
6,49
23,5
31,98
9,96
5.380,00
9,33
19,97
25
7
65,45
17,49
15,57
20,83
42,39
13,98
26,22
4,99
2.404,38
37,43
20,99
20,98
4,49
5,87
19,98
75,64
16,48
13,5
13,49
43,42
116,35
13,98
16,98
13,75
60,87
36,94
37,49
22,22
31,5
6
12,48
12
6
25,98
6,98
7,63
6,49
12,5
19,47
22
7
162,88
6
16,47
39,97
241,69
20,85
5,4
1,95
24,08
28,98
5,99
15,53
34,15
6,22
4,5
23,3
10,72
20,48
13,52
8,39
14,11
16,98
12,5
19,85
8,6
8,99
15
7,08
13,91
14,96
18
16,49
11,06
5,17
6
26,84
19,78
11,6
13,76
16,93
29,69
12,07
4
11,98
17,46
35,48
31,48
19,99
89,43
34,96
3,49
115,22
20
4,99
10
63,03
37
10
104,35
23,46
12,97
17,97
9,49
24,97
20,37
18,31
29,49
2,49
10,5
7,5
19,47
3,98
17
20,18
4,99
15
3,75
23,86
33,56
8,99
9,49
6
14,5
20,42
7
5,99
15,99
10
9
14,98
12,98
23,47
21,97
20,96
31,98
16,98
32,46
6
5,99
11,99
50,72
14,96
5
69,46
7,99
51,23
52,46
11,98
45,97
25,46
10
13,48
2
11,48
47,96
22,19
55,33
34,48
9,99
10,49
40,98
10,48
32,05
26,99
47,45
7,49
18,99
37,48
10
4
14,99
16,99
6
31,53
34,68
48,97
27,47
3,5
48,97
5,7
44,04
8,5
3.728,88
43,61
49,5
16,49
6
15,97
29,24
44,64
8,86
109,97
24,96
7,23
18,48
6,5
19,98
2,99
48,44
18,75
19
16,25
20,48
5,63
10,99
75,56
9,48
57,45
92,95
33,28
237,42
60,33
17,98
20,5
5
18,96
14,47
88,28
8,49
3,98
34,7
28,48
16,49
30
486,7
5,62
25,6
15,99
2,5
7,5
5
8,25
8,61
16,83
10,57
4,72
7
16,94
9,99
200
10,69
5,25
2,29
17,24
5
10,62
26,23
11,99
26,8
7,28
6,99
19,96
7,49
4,99
18,48
54,72
17,48
9,98
31,25
2,5
5
22
39,03
15,91
25,05
6
2,7
11,02
20,85
18,99
12,98
2,99
104,01
265,61
57
1,72
31,96
25,97
29,98
7,5
9,2
5,5
20
26
25
1
12,49
9
15,15
5,99
3,5
8,99
3,79
2,5
4,49
7
6,99
8,99
25,74
124,04
1
10,77
83,05
1
3,49
45,93
45,23
16,68
42,67
9
8,49
4,99
4,99
5,5
21,63
12,99
48,7
19,26
47,63
89,44
21,5
19,89
13,99
4,99
6
5,5
18,99
29,99
6,5
7
99,95
10,99
32,07
21,96
14,4
23,48
11
98,87
49,97
29,41
28,99
50,97
23
8,99
21,92
2,75
21,47
28,42
8,49
1,69
26,45
42,34
14,5
35,96
16,48
8
34,94
16,66
8,77
2,75
8,48
10
8,99
13,5
37,46
5,99
3,49
39,62
18,3
61,65
33,29
17,41
10,5
7,5
19,78
4
11,49
38,49
3,99
51,5
11
15,75
10,99
13,1
2,99
10
6
53,78
17,48
12,49
48,03
71,48
122,3
2,76
153,34
7,5
145,59
25,47
33,96
19,98
45,46
5
14,99
20,43
68,43
31,46
24,98
5
6
81,3
45,41
28,98
6,5
40,59
56,27
45,5
80,27
15,98
22,53
68,93
56,45
63,27
33,03
8,99
14,47
8,44
25,15
14,09
7
33,85
13,99
19,05
12,49
15,33
18,98
50,36
7
8,99
5,47
7,5
5,79
24,04
21,96
3,25
12,99
29,36
16,32
8,5
17,34
21,48
38,31
125,33
13,49
30,36
71,52
32,7
8,98
37,97
7,5
28,96
15,98
26,51
19,64
8,49
4
60,72
10,5
15,78
217,92
3,15
9,48
29,21
14,5
3,5
2,5
11,49
50,93
7,5
9,5
34,11
8,49
5,7
5,7
5,5
25
90
10,5
2,5
10,5
7
20
3,5
17,97
45,49
4
4,99
29
11,49
4,99
7
3,5
4,99
11,58
17,98
2,5
7,5
5,87
8
5
27,46
19,46
32,97
23,79
5,9
37,97
18,99
10,58
14,98
11,49
9,25
32,81
2,5
5,49
6,5
2,5
69,32
6
7,8
16,5
6
7
139,37
9,49
68,92
19,29
42,69
15,68
281,96
6
28,99
90
17,47
31,99
7
38,99
10
6
19,98
25,5
54,09
25,1
9
39,48
22,98
20,27
23,48
6,99
3,5
26,97
28,81
17,98
6
5,99
20,5
7,99
26,7
10
18,98
44,99
8,48
67,9
29,97
17,5
33,8
18,98
27,42
12,49
16,48
20,99
7
42,95
26,22
53,44
33,46
31,94
6,94
120,21
12,99
22,87
50,12
37,48
91,4
34,66
2,5
26,68
17,24
17,98
10
36,96
19,18
23,5
59,87
51,95
65,45
47,49
13,99
38,91
49,5
62,64
10
17,49
50,97
26,16
17,48
3,5
22,99
28
26,99
23,04
80,43
11,79
27,2
11,07
6,49
12,67
2,5
10
8,99
7,76
9,99
20,66
3,75
12,59
13,98
10,75
8
106,5
23,72
30,95
8,66
31,68
5,99
12,59
61,46
56,74
9,99
51,03
23,5
42,94
39,39
44,08
4,27
44,99
29,47
3,52
60
14,11
28,96
26,57
26,38
12,46
4,99
4,42
15,97
24,98
13,46
11
8,99
255,76
23,63
21,18
10,99
19,48
50,88
40,88
32,74
82,89
18,72
14,28
6
57,03
11,02
38,95
36,36
9,99
41,48
207,96
22,48
74,22
36,99
29,97
40,97
15,99
11,99
301
36,07
3,5
33,47
46
22
73,23
92,5
22,46
12,99
7,49
52,12
12,49
104,39
14,5
70,95
31,4
21,49
36,13
6,49
37,84
13,99
27,99
131,62
55,43
26
6
16,8
23,98
52,87
21
26,97
17,49
76,56
5
31,42
81,42
33,97
13,99
51,53
54,11
8,99
46,93
36,21
17,98
22,48
78,42
24,5
5,49
23
18,5
3,99
24,49
19,43
10
90
55
19,94
37,98
23,25
59,94
43,83
68,69
9
18,98
5,5
18,98
148,91
90
39,45
12,99
44,5
6,5
32,97
2.109,50
9,49
2
54,35
8
28,97
74,74
25,95
29,97
44,48
42
9,99
7
8,99
18,99
105,74
52,64
50,13
5,99
71,42
13,39
16,47
30,31
2,99
15
19,99
7,5
10
40,85
7
7,99
9,99
13,5
16,5
90
70,56
175,96
186,96
25,03
134,75
15,51
30,5
4,42
4,57
78,53
26,99
15,59
20,35
15,73
7,42
17,27
7
6,99
77,42
12,75
15,26
6
18,5
4,99
12,5
5,99
11,89
23,38
122,32
15,36
19,99
21,98
13,85
6,5
7
3,5
34,5
108,84
115,78
23,99
4,42
27,98
101,82
137,17
5,2
8,9
39,47
24,05
69,31
34,4
27,14
52,58
32,98
51,87
7
9,58
13,05
9,99
9,42
23,5
92,96
117,83
89,41
75,55
6,99
31,19
71,58
66,24
224,91
128,6
92,4
66,6
16,49
8,99
34,97
79,63
57,98
15,98
9,49
12,04
46,5
13,49
42,14
15,98
11,97
36,46
66,99
18,5
43,62
28,99
165,05
11,97
16,97
8,49
82,97
45
55,5
76,92
22,25
9
13,96
42,46
271,36
11,8
7,5
9,99
6,24
5,99
5,62
35,75
13
19,73
2,99
21,39
3,5
28,34
20,57
24,98
3,5
23,52
17,47
3,75
2,5
24,18
12,99
13,12
12,82
23,97
10,56
4,65
16,98
3,6
5
13,5
42
2,99
9,52
8,85
9,99
9
12,99
9,96
18,87
15,21
5,79
16,54
3,45
7,5
10,24
8,98
4,5
8,49
44,81
23,68
43,35
38,29
13,99
21,27
11,57
13
81,87
13
4,99
22,98
13,5
34,99
4,79
8,97
11,05
51,91
6,99
5
5,98
22
11,49
16,99
5,49
6,35
6,79
3,99
16,49
68,96
28,79
3,5
16,98
55,39
16,8
18,5
39,54
16,99
49,75
20,98
5,9
27,52
4
5,5
64,95
10
9
6,99
14,78
41,45
3,99
10,37
8,99
10,99
6
26,73
6
2,99
9,99
10
41,71
4,7
12,5
7
3,77
6
27,73
7,99
16,49
3,99
23,98
7,99
21,07
10
17,49
31
36,53
69,95
14,46
13,99
16
29,48
6,07
9,5
24,06
11,49
16,99
103,5
9
23,45
5,28
24,46
13,48
83,81
4,99
8,57
6,99
25,96
25,97
31,54
31,16
13,5
45,95
142,8
8,99
76,72
5,99
12,98
4,79
38,96
41,2
94,24
31,98
13,99
8,98
23,3
28,16
12,98
13,58
7
18,28
12,98
12,99
2,99
109,24
13,99
49,89
6
13,99
3,6
10,94
2,77
23
3,82
15,16
12,15
20,71
9,99
5,32
28,26
5
13,6
24,18
567,5
8,21
8,99
10,94
9
8,99
4,79
8,77
13,24
20,45
19,92
16,98
20,5
12,5
10,57
19,93
5,4
19,06
10,48
13,99
32,8
16,48
5,5
5,99
8,99
26
67,81
34,69
13
15,21
161,98
48,71
8,49
51,98
13,59
5,12
2
7,5
3,5
36,72
5,5
12,71
17
4,99
49,5
9,58
14,98
9,99
16,89
13,99
7,5
24,98
8
2,99
54,1
52,97
15,99
9
91,88
30,59
13,5
9
18,56
14,78
206
4,5
19,7
8,75
110,72
5,99
897,33
20,48
7,99
2,5
8
29,07
6
126,23
21,48
36,24
11,99
48,13
64,43
169,25
24,49
4,99
38,96
39
22,13
3,99
36,99
20,5
12,99
9,99
15,99
109,98
7,98
1,99
5,7
16,49
35,96
5,98
9,99
10,18
40,49
7,49
26,48
33,98
6,49
49,15
46,11
75,07
9,98
2,99
2,99
16
2,99
32,48
15,49
10,5
61,48
47,43
26,47
13,98
25,96
13,98
10,48
16,49
3,49
22,49
4,99
4,99
6,99
9,99
45
13,98
5,9
29,97
6,5
15,85
35,46
118,06
4,7
39,5
13
17,98
11,96
34,21
17,49
437,48
109,92
74,07
34
21,47
16,5
504
16,47
5,49
9,48
11
17,97
8
22,48
199,97
113,44
34,86
15
18,7
18,99
5,25
14,49
25,71
20
3,52
10
6,07
4,35
5,99
25,48
5,2
12
4,99
9,99
13,16
44,24
3,49
30,65
22,48
21,74
12,83
75,94
7
6,5
2,55
7,65
5,32
6
12,74
13
15,04
7,79
22
18,99
10,99
4,99
39,97
5,5
8,48
6,37
28,98
33,87
7
4,99
25,22
10,67
19,61
25,34
8
20,31
2,62
7,49
12
18,83
2,72
80,38
8
9,98
68,48
40,25
4,7
17,09
32,57
10,99
9
3,99
9,99
9
83,45
53,88
20,97
11,5
16
39,86
13,2
45,76
1,82
1.680,00
7
44,05
12,05
25
10,5
7,97
24,78
7,99
12,99
15,98
24,5
7
24
12,98
22,33
8
8
24,75
4,99
38,75
10,5
12,5
144,79
6
8,25
5,99
4,99
6
6,99
8,99
9,4
11,49
7,5
4
3,99
38,95
10,49
38,14
4,99
6
15
16,74
6
22,81
61,64
7,5
19,99
13,5
4,5
10
4,49
5
27,46
8,99
27,97
27,99
7,7
14,9
26,47
5,5
63,92
2,9
9,99
9,2
2,5
8,49
29
4,7
5,9
13
8,49
7,49
10
2,87
3,5
25,48
6
11,49
11
12,99
234,49
10
6,5
10,99
2,5
22,99
8,99
13,55
1
1
46,89
2,25
11,99
6,99
9,64
14,49
8,49
24,54
29
35,98
7
43,46
2,99
25,48
11
28,47
89,68
75,94
26,5
6,98
4,58
10,79
35,48
35,47
12,99
23,7
95,39
158,9
43,59
23,98
14,48
14,5
1,5
52,27
5,25
11,99
21,96
16,5
40,09
26,98
30
27,43
30
58,5
33,93
5,49
5,74
550,99
211,5
384,83
65,98
22
8,12
30,54
13,69
3,6
18,93
32,09
177,25
4,35
10
19,22
30,02
4,5
0,9
11,41
32,48
5,25
11,54
33,7
12,99
11,76
2,62
11,26
13,27
10,66
8,48
19,98
2,17
22,93
9,99
2,5
56,09
3,67
5
55,46
33,98
14,12
9,99
13,98
38,41
9,59
4,99
28,65
52,45
18,03
11
5,4
8,77
7,5
19,46
82,99
53,04
24,97
6,12
13,99
3
17
8,99
15
17,39
7
6,5
13
61,45
37,95
17,29
480
11,97
18
16,77
39,46
12
6,49
39,92
9,48
30,03
59,04
5
9
40,97
10
15,99
8,49
50,54
1,99
6
5
20,75
12,79
9,99
4,98
26,94
4,99
6,5
5
16
1,99
2,99
2,5
4,99
3,5
13,22
18,4
13,97
7
6,4
11,99
4,25
30,99
6,99
6,49
7
8,97
4
4
2,5
8,99
4,5
12,8
18
104,18
14,97
7
33,48
8,24
3,99
13,49
7,5
15
8,99
79,46
17,99
22,99
3,5
47,96
5
7,75
7
14,48
5,99
10
7,5
3,5
12,23
3,5
6,49
14,98
3,99
10,25
2.100,00
29,2
67,11
13,5
2,99
5,75
22,5
16,27
11
13,49
21,93
2,5
4
19
11,48
17
29,99
45,64
7,98
9
6
14
46,31
19,31
12,5
22
2
30,95
8,99
20,99
8,49
21,99
36,5
282,31
4,99
9
3,5
7,5
3
12,49
5,9
5,9
151,93
51
8,97
37,98
5,98
8,54
16,96
13,98
12,78
16,5
3,5
22,43
26,99
31,69
22
45,73
53,18
38,93
7,85
17,99
73,49
60,54
77,52
4,99
7
46,69
14,55
6
64,36
34,5
82,15
17,48
20,29
4,99
2,5
12,99
3,99
15
14
10,77
13,98
1,87
16,3
3,6
16,94
11,69
16,64
5,55
15,98
10
5,55
4,5
21,18
42,53
0,9
2
12
16,87
7
19,43
3,5
3,5
7
9,99
4,65
6
14,18
18,65
22,76
14,91
45,71
5,32
59
17,98
44,46
17,99
15,46
4,62
33,93
16,48
5
5
4,32
5,58
63,2
6
22,46
8,99
5,64
23,53
14,99
11,8
236,91
45,96
12,99
14,49
101,53
41,53
6
17,99
2,75
7,99
46,79
16,48
6,5
5,49
9,99
16,99
33,49
12,49
6,5
13,97
11,89
4
16,98
5,49
12,48
21,99
5,08
8,67
7,8
10,49
3,29
6,49
4,99
28,74
51,15
16,98
201,79
42
6
6,5
24
11
206,77
7
18,31
10,49
10
8,99
12,99
10,99
56,21
6,5
3,5
7,49
6,4
5,99
7,49
10
44,87
17
65,93
5,74
6
14,98
9
10,99
7,49
2,5
10,97
9,47
14,98
7,99
2
7,28
9,24
30,75
11
10
36,92
6,99
46,84
10
48,23
7
2,5
194,97
18,97
2,5
5
6
13,99
4,5
17,98
2,5
23,46
3,99
9,25
5,98
3,77
16,29
11,98
10,98
11,98
12
10
19,99
32,19
7
51,96
17,5
21,47
22,5
225,67
7
49,28
16,99
6,5
18,5
28,47
2,5
2,8
3,5
7,5
1
8,99
55,06
57
30,75
10
6
15,72
20,48
16,19
18
18,98
19,5
23,99
15,97
24,05
8,77
7
6
136,8
8,79
16,49
6
16,96
19
3,5
18
138,36
114,08
161,53
38,82
10,5
58,99
5,98
27,06
26,78
10,49
29,03
162,22
41,42
13,98
9,58
22,24
155,3
9,99
10,91
13,48
17
11
17,99
63,3
42,48
16,79
13
3,16
9,24
83,93
10
31,23
29,99
20,53
36,18
91,27
28,34
481,32
2,5
39,97
7,49
22,97
25,68
96,08
8,5
153,04
5,98
26,24
49,72
4,98
7
48,48
97,5
13
17,49
10,39
12,9
11,5
7,88
28,6
7
15,3
2,5
6
10,81
20,54
23
22,13
32,52
9
10
21,97
24,81
9,37
9,14
51,93
73,01
3
7
4
24,31
6,99
19,55
7,9
12,16
47,68
14,99
7,72
7,82
16,73
122,64
50,97
19,96
9,98
16,49
6,99
27,86
53,95
3,5
11,89
164,99
18,97
48,93
4,99
13,49
27,97
8,5
62,13
12,72
6,49
7,5
49,47
5,02
41,97
7,8
72,79
32,48
111,37
16
37,34
1,99
141,69
26,36
26,47
4
7
33,26
14,98
26,99
11,25
6
5,49
160,22
1,99
21,49
110,92
6
108,49
51,14
47,31
5
5,79
20,96
5,98
8,49
16,98
21,5
27,41
11,48
5,98
10
25,96
2,5
12,98
22,5
12,47
13,49
18,65
14
82,42
28,61
8,8
6,99
23,92
26,99
26,52
4,99
19,99
440,99
14,48
9
318
19,5
14,99
24,26
104,46
36,47
9
146,41
19,98
115,99
22,56
43,58
42
66,43
33
10,98
12,48
80,41
7,5
20,97
19,95
38,45
38,97
32,28
13
97,98
6
4,99
33,99
9,99
95,02
11,99
26,74
10,99
9,99
68
19,49
19
94,54
40,79
62,26
6
37,48
39,98
133,01
38,48
31,46
123,97
53,46
34,46
19,99
100,03
498,9
19,99
83,94
11,99
12,5
263,8
25,75
55,36
126,02
19,98
27,15
16,66
107,98
8,97
7
15,5
24,5
4,42
200
5,77
35,25
4,5
13,54
14,34
16,49
20,29
147,7
26,25
36,96
18,01
8,99
60,62
4,35
34,98
14,01
4,5
36,05
16,56
68,68
108,88
18,55
3,5
22,68
224,11
48,26
16,88
35,4
28,28
5,72
56,54
6,37
4,5
70,3
112,58
4,57
31,98
6
7,75
105,3
48,91
19,48
54,74
46,02
18
70,99
3,5
15
48,97
67,31
37,21
11,74
151,75
26,87
107,92
90,8
37,39
72,95
98,08
19,14
44,47
35,04
10,98
35,96
48,4
51,53
103,18
24,99
7,49
101,48
104,88
37,47
6
9
56,98
11,09
31,42
9
25,18
9,66
297,18
9
66,45
315,03
34
151,44
27,99
22,49
48,73
29,08
14,81
15,29
17,5
13,5
11,09
68,21
16,21
3,75
15
22,02
34,69
6,49
14,8
24,98
18,98
2,77
3,67
5
22,48
17,84
4,72
66,06
7
5,47
7
8,09
16,57
7
4,65
3,82
34,49
13,27
19,99
16,16
14,51
6
15,37
9,99
2,29
3,99
4,57
19,21
107,88
3,81
7
5
2,25
23,74
9,99
10,35
28,31
6
292,93
16,48
3,5
47,16
6,49
45,55
19,46
9
4,5
8
6,5
4,49
13,5
8
102,19
26,72
9,97
7
4,74
25,96
36,97
11,99
19,6
34,14
2,5
33,98
109,33
5,99
25,93
7,5
32,62
9
16,5
7,99
45,46
10,74
23,19
9,49
6
36,46
15,24
8,5
6
1
5
4,5
14,99
6,75
16,79
11
4,99
2
13,99
9,77
38,31
14,24
4
2,5
2,5
21,98
5,49
24,99
10,98
6,99
4,99
15,49
49,75
7,5
9,99
32,99
10,98
4,98
8,49
43,46
10,99
24,22
23,97
39,46
61,45
25
20,98
234,29
38,99
22,08
37,47
42,28
12
82,93
16,5
16,5
6,5
9
9,99
21,49
8,99
6,49
10
37,5
20,96
17,48
24
33,93
18,49
8,99
27,96
11,99
6,5
50,58
27,47
22,07
20
17,48
4,99
3,5
40,03
226,96
18,97
2
19,24
40,85
3,5
39
3,99
14,49
28,92
18,98
19,99
21,24
25,49
35,4
16,5
8,79
3,5
28,47
39,39
12,99
12,99
3,49
2,99
37,29
125,65
21,54
7
31,55
32,6
13
12,82
9
7
5,98
11,49
3,99
24,99
29,32
70,96
11
9,15
12,96
9,5
3,75
7,95
31,05
2,85
7,48
7,5
7
30,75
11,98
24,17
5,32
7
5,95
5,4
4,57
2,99
3,67
3,49
11,42
11,54
3,82
5,25
